bar_index,time,open,high,low,close,candle_range,avg_range_lookback,range_std_dev,min_range_window,max_range_window,compression_ratio,compression_pct,atr,atr_pct_of_close,body_ratio,wick_ratio,candle_direction,zone_type,zone_score,is_progressive_squeeze,prior_trend,price_vs_sma20,resistance_level,support_level,range_above_support,range_below_resist,volume_ratio_vs_avg,candles_to_breakout,breakout_direction,breakout_magnitude,max_move_next_5,max_move_next_10
12863,13-08-2025 12:25,24592.5,24594.85,24583.8,24594.85,11.05,18.03,8.4659,9.65,36.25,0.6129,61.3%,17.7786,0.07%,0.213,0.787,Bullish,Mild Contraction,25.8,False,Uptrend,Above SMA20,24609.25,24538.9,55.95,14.4,N/A,1,Upside Breakout,11.4,33.85,43.2
12867,13-08-2025 12:45,24620.35,24627.5,24618.05,24624.55,9.45,19.845,8.1144,11.05,36.25,0.4762,47.6%,16.9171,0.07%,0.444,0.556,Bullish,Strong Contraction,59.2,True,Uptrend,Above SMA20,24622.45,24538.9,85.65,-2.1,N/A,1,Upside Breakout,6.25,13.5,29.9
12870,13-08-2025 13:00,24625.2,24635.05,24624.9,24629.1,10.15,16.7,8.4941,9.35,36.25,0.6078,60.8%,14.9257,0.06%,0.384,0.616,Bullish,Mild Contraction,26.9,False,Uptrend,Above SMA20,24629.0,24564.4,64.7,-0.1,N/A,1,Upside Breakout,9.05,25.4,34.45
12880,13-08-2025 13:50,24644.05,24653.6,24642.5,24648.4,11.1,16.76,6.5229,10.15,31.65,0.6623,66.2%,16.6459,0.07%,0.392,0.608,Bullish,Mild Contraction,23.6,False,Uptrend,Above SMA20,24644.3,24594.65,53.75,-4.1,N/A,1,Upside Breakout,9.65,16.15,30.55
12890,13-08-2025 14:40,24640.4,24645.75,24636.25,24643.35,9.5,16.31,5.8796,9.35,28.5,0.5825,58.2%,15.8657,0.06%,0.311,0.689,Bullish,Strong Contraction,52.1,True,Downtrend,Above SMA20,24664.55,24617.85,25.5,21.2,N/A,5,Downside Breakdown,3.45,28.95,38.75
12893,13-08-2025 14:55,24647.9,24651.45,24643.85,24644.2,7.6,16.665,5.3243,9.5,28.5,0.456,45.6%,15.2856,0.06%,0.487,0.513,Bearish,Moderate Contraction,42.5,False,Downtrend,Above SMA20,24663.25,24617.85,26.35,19.05,N/A,2,Downside Breakdown,3.45,34.05,39.6
12897,13-08-2025 15:15,24614.75,24622.3,24614.2,24617.45,8.1,15.27,6.4164,7.6,28.5,0.5305,53.0%,14.0626,0.06%,0.333,0.667,Bullish,Moderate Contraction,34.0,False,Downtrend,Below SMA20,24654.05,24611.65,5.8,36.6,N/A,1,Downside Breakdown,1.5,46.9,55.4
12907,14-08-2025 09:50,24658.75,24660.25,24645.1,24656.3,15.15,23.78,14.6883,8.1,59.75,0.6371,63.7%,21.0661,0.09%,0.162,0.838,Bearish,Moderate Contraction,37.5,True,Uptrend,Above SMA20,24672.85,24604.6,51.7,16.55,N/A,7,Upside Breakout,0.8,38.3,38.3
12915,14-08-2025 10:30,24657.8,24667.2,24655.55,24665.8,11.65,22.78,4.4515,15.15,28.35,0.5114,51.1%,21.5833,0.09%,0.687,0.313,Bullish,Moderate Contraction,43.3,False,Uptrend,Above SMA20,24673.65,24618.0,47.8,7.85,N/A,14,Downside Breakdown,5.2,36.45,36.45
12922,14-08-2025 11:05,24659.7,24659.8,24649.85,24655.5,9.95,20.915,5.1969,11.65,28.35,0.4757,47.6%,19.4989,0.08%,0.422,0.578,Bearish,Moderate Contraction,43.4,False,Uptrend,Above SMA20,24673.65,24623.65,31.85,18.15,N/A,7,Downside Breakdown,10.85,27.0,51.8
12926,14-08-2025 11:25,24639.3,24639.55,24628.5,24635.95,11.05,17.355,5.9052,7.25,25.3,0.6367,63.7%,16.5209,0.07%,0.303,0.697,Bearish,Mild Contraction,21.4,False,Downtrend,Below SMA20,24667.8,24629.35,6.6,31.85,N/A,2,Downside Breakdown,0.8,32.25,32.25
12936,14-08-2025 12:15,24630.6,24638.8,24627.75,24632.2,11.05,15.86,5.2601,8.35,24.4,0.6967,69.7%,16.1191,0.07%,0.145,0.855,Bullish,Mild Contraction,17.6,False,Downtrend,Below SMA20,24653.0,24603.7,28.5,20.8,N/A,2,Upside Breakout,0.4,22.4,33.35
12939,14-08-2025 12:30,24642.6,24653.0,24641.3,24648.0,11.7,17.515,5.4278,11.05,25.6,0.668,66.8%,16.2029,0.07%,0.462,0.538,Bullish,Mild Contraction,25.2,False,Uptrend,Above SMA20,24653.4,24603.7,44.3,5.4,N/A,1,Upside Breakout,1.2,17.55,19.0
12942,14-08-2025 12:45,24640.5,24642.55,24632.3,24642.05,10.25,15.53,5.0102,11.05,25.6,0.66,66.0%,14.9487,0.06%,0.151,0.849,Bullish,Mild Contraction,27.6,False,Uptrend,Above SMA20,24654.6,24623.55,18.5,12.55,N/A,2,Upside Breakout,10.95,23.5,23.5
12947,14-08-2025 13:10,24652.9,24656.15,24649.1,24652.3,7.05,13.64,4.5891,9.9,25.6,0.5169,51.7%,12.8797,0.05%,0.085,0.915,Bearish,Moderate Contraction,37.6,False,Uptrend,Above SMA20,24665.55,24627.8,24.5,13.25,N/A,4,Downside Breakdown,1.4,25.9,25.9
12961,14-08-2025 14:20,24626.0,24628.1,24620.0,24622.45,8.1,15.43,4.1939,10.75,22.35,0.525,52.5%,14.9761,0.06%,0.438,0.562,Bearish,Moderate Contraction,38.7,False,Downtrend,Below SMA20,24661.95,24616.65,5.8,39.5,N/A,2,Downside Breakdown,19.75,33.65,40.85
12970,14-08-2025 15:05,24637.1,24643.45,24633.5,24637.8,9.95,20.805,9.5417,8.1,39.0,0.4783,47.8%,18.0757,0.07%,0.07,0.93,Bullish,Moderate Contraction,35.4,False,Uptrend,Below SMA20,24663.3,24596.9,40.9,25.5,N/A,5,Upside Breakout,288.2,313.7,365.9
12973,14-08-2025 15:20,24627.7,24632.05,24619.2,24625.95,12.85,19.415,10.2417,8.45,39.0,0.6619,66.2%,15.4586,0.06%,0.136,0.864,Bearish,Mild Contraction,17.4,False,Downtrend,Below SMA20,24663.3,24596.9,29.05,37.35,N/A,2,Upside Breakout,288.2,369.7,396.05
12979,18-08-2025 09:35,24989.2,24998.15,24983.45,24993.95,14.7,22.59,17.7766,8.45,67.2,0.6507,65.1%,43.5435,0.17%,0.323,0.677,Bullish,Mild Contraction,16.2,False,Uptrend,Above SMA20,24995.65,24607.25,386.7,1.7,N/A,1,Upside Breakout,8.05,28.05,28.05
12983,18-08-2025 09:55,24994.55,25005.15,24989.5,25000.25,15.65,25.845,16.1312,12.85,67.2,0.6055,60.6%,33.0761,0.13%,0.364,0.636,Bullish,Mild Contraction,24.2,False,Uptrend,Above SMA20,25022.0,24607.25,393.0,21.75,N/A,,,,19.85,29.6
12986,18-08-2025 10:10,24990.9,24992.9,24982.2,24988.1,10.7,20.515,7.3836,11.8,31.9,0.5216,52.2%,26.2024,0.1%,0.262,0.738,Bearish,Moderate Contraction,36.8,False,Uptrend,Above SMA20,25022.0,24937.4,50.7,33.9,N/A,17,Downside Breakdown,5.1,17.35,34.2
12993,18-08-2025 10:45,24980.7,24981.65,24970.65,24971.7,11.0,15.835,3.3469,10.7,22.1,0.6947,69.5%,19.5822,0.08%,0.818,0.182,Bearish,Mild Contraction,26.4,False,Downtrend,Above SMA20,25009.7,24970.75,0.95,38.0,N/A,1,Downside Breakdown,12.0,24.8,39.4
12997,18-08-2025 11:05,24954.45,24955.05,24946.9,24954.0,8.15,15.22,4.2135,7.55,22.1,0.5355,53.5%,16.1637,0.06%,0.055,0.945,Bearish,Moderate Contraction,36.2,False,Downtrend,Below SMA20,25001.15,24953.9,0.1,47.15,N/A,1,Downside Breakdown,2.35,20.05,38.45
13008,18-08-2025 12:00,24916.75,24921.65,24912.75,24920.2,8.9,16.615,6.1052,6.95,27.3,0.5357,53.6%,15.9221,0.06%,0.388,0.612,Bullish,Moderate Contraction,31.7,False,Downtrend,Below SMA20,24974.05,24915.55,4.65,53.85,N/A,1,Downside Breakdown,24.35,67.35,67.35
13012,18-08-2025 12:20,24883.6,24895.5,24882.85,24891.05,12.65,19.94,8.9084,8.9,33.95,0.6344,63.4%,19.5639,0.08%,0.589,0.411,Bullish,Mild Contraction,21.0,False,Downtrend,Below SMA20,24963.15,24852.85,38.2,72.1,N/A,,,,24.95,62.6
13017,18-08-2025 12:45,24905.75,24916.0,24904.1,24910.95,11.9,19.665,9.7044,7.95,33.95,0.6051,60.5%,17.2252,0.07%,0.437,0.563,Bullish,Mild Contraction,22.7,False,Downtrend,Below SMA20,24942.85,24852.85,58.1,31.9,N/A,4,Upside Breakout,2.9,42.7,48.3
13022,18-08-2025 13:10,24944.8,24953.65,24943.4,24947.85,10.25,15.785,5.9812,7.95,26.5,0.6494,64.9%,16.4469,0.07%,0.298,0.702,Bullish,Moderate Contraction,41.7,True,Uptrend,Above SMA20,24945.75,24876.45,71.4,-2.1,N/A,1,Upside Breakout,5.95,32.1,55.45
13025,18-08-2025 13:25,24934.5,24936.6,24927.5,24928.85,9.1,17.445,6.9552,10.25,28.7,0.5216,52.2%,16.3077,0.07%,0.621,0.379,Bearish,Moderate Contraction,36.2,False,Uptrend,Above SMA20,24959.25,24876.45,52.4,30.4,N/A,20,Downside Breakdown,0.8,16.3,36.45
13030,18-08-2025 13:50,24923.0,24929.6,24921.35,24927.15,8.25,14.12,5.9569,9.1,28.7,0.5843,58.4%,14.1821,0.06%,0.503,0.497,Bullish,Moderate Contraction,31.5,False,Downtrend,Above SMA20,24959.25,24915.75,11.4,32.1,N/A,1,Downside Breakdown,6.75,34.75,34.75
13036,18-08-2025 14:20,24925.2,24929.05,24921.65,24926.75,7.4,14.86,5.8535,8.25,27.9,0.498,49.8%,14.2309,0.06%,0.209,0.791,Bullish,Moderate Contraction,37.9,False,Uptrend,Below SMA20,24945.15,24892.4,34.35,18.4,N/A,8,Downside Breakdown,13.55,27.6,57.5
13042,18-08-2025 14:50,24917.5,24921.9,24911.25,24916.3,10.65,16.545,7.058,7.4,28.95,0.6437,64.4%,15.4212,0.06%,0.113,0.887,Bearish,Mild Contraction,20.3,False,Downtrend,Below SMA20,24943.8,24892.4,23.9,27.5,N/A,2,Downside Breakdown,13.55,47.7,49.4
13045,18-08-2025 15:05,24882.7,24883.35,24875.65,24877.7,7.7,16.74,10.0547,7.4,38.8,0.46,46.0%,16.325,0.07%,0.649,0.351,Bearish,Moderate Contraction,37.6,False,Downtrend,Below SMA20,24943.8,24878.85,-1.15,66.1,N/A,1,Downside Breakdown,9.6,52.65,58.75
13048,18-08-2025 15:20,24876.2,24878.35,24866.9,24874.6,11.45,16.87,9.9165,7.7,38.8,0.6787,67.9%,15.3218,0.06%,0.14,0.86,Bearish,Mild Contraction,15.8,False,Downtrend,Below SMA20,24943.8,24868.6,6.0,69.2,N/A,,,,61.85,61.85
13058,19-08-2025 09:55,24909.6,24910.5,24899.45,24907.5,11.05,25.225,9.5841,11.45,43.4,0.4381,43.8%,21.263,0.09%,0.19,0.81,Bearish,Strong Contraction,62.4,True,Uptrend,Above SMA20,24936.45,24866.9,40.6,28.95,N/A,14,Upside Breakout,7.05,20.0,25.45
13063,19-08-2025 10:20,24922.4,24927.5,24918.6,24920.45,8.9,19.61,6.0567,8.35,26.0,0.4539,45.4%,18.3884,0.07%,0.219,0.781,Bearish,Moderate Contraction,41.9,False,Uptrend,Above SMA20,24926.55,24873.95,46.5,6.1,N/A,5,Upside Breakout,6.4,18.25,23.05
13069,19-08-2025 10:50,24929.35,24931.2,24920.7,24922.55,10.5,16.9,5.8859,8.35,25.3,0.6213,62.1%,17.5119,0.07%,0.648,0.352,Bearish,Mild Contraction,24.9,False,Uptrend,Above SMA20,24932.95,24896.85,25.7,10.4,N/A,3,Upside Breakout,10.55,20.95,36.1
13073,19-08-2025 11:10,24939.25,24941.1,24932.3,24935.25,8.8,14.275,5.914,7.05,25.3,0.6165,61.6%,14.5114,0.06%,0.455,0.545,Bearish,Mild Contraction,24.6,False,Uptrend,Above SMA20,24943.5,24902.2,33.05,8.25,N/A,4,Upside Breakout,7.45,23.4,39.15
13081,19-08-2025 11:50,24953.4,24957.75,24951.4,24957.05,6.35,11.45,5.3736,6.2,22.05,0.5546,55.5%,12.0059,0.05%,0.575,0.425,Bullish,Strong Contraction,52.5,True,Uptrend,Above SMA20,24958.65,24924.25,32.8,1.6,N/A,1,Upside Breakout,2.15,30.9,55.6
13084,19-08-2025 12:05,24963.75,24966.8,24960.75,24966.15,6.05,11.525,6.4589,6.2,22.5,0.5249,52.5%,11.863,0.05%,0.397,0.603,Bullish,Moderate Contraction,34.2,False,Uptrend,Above SMA20,24974.4,24927.3,38.85,8.25,N/A,1,Upside Breakout,1.55,46.5,46.5
13092,19-08-2025 12:45,24984.15,24987.05,24978.3,24980.95,8.75,15.955,8.9429,6.05,33.75,0.5484,54.8%,15.2995,0.06%,0.366,0.634,Bearish,Mild Contraction,27.2,False,Uptrend,Above SMA20,25012.65,24951.9,29.05,31.7,N/A,13,Downside Breakdown,12.35,22.7,23.6
13095,19-08-2025 13:00,24991.65,24992.3,24982.75,24986.35,9.55,16.15,7.8633,8.75,33.75,0.5913,59.1%,14.3038,0.06%,0.555,0.445,Bearish,Mild Contraction,28.2,False,Uptrend,Above SMA20,25012.65,24965.4,20.95,26.3,N/A,8,Downside Breakdown,8.75,18.2,46.8
13099,19-08-2025 13:20,24990.15,24992.95,24984.75,24984.75,8.2,14.325,8.0264,4.6,33.75,0.5724,57.2%,13.0227,0.05%,0.659,0.341,Bearish,Mild Contraction,23.7,False,Downtrend,Above SMA20,25010.75,24970.9,13.85,26.0,N/A,2,Downside Breakdown,1.0,28.1,65.35
13107,19-08-2025 14:00,24950.35,24957.15,24946.05,24949.45,11.1,16.2,8.673,4.6,31.35,0.6852,68.5%,16.0187,0.06%,0.081,0.919,Bearish,Mild Contraction,12.6,False,Downtrend,Below SMA20,25004.55,24939.55,9.9,55.1,N/A,1,Downside Breakdown,20.15,31.85,45.95
13113,19-08-2025 14:30,24974.3,24981.35,24970.2,24979.55,11.15,20.275,7.8937,11.05,31.35,0.5499,55.0%,17.5904,0.07%,0.471,0.529,Bullish,Moderate Contraction,34.1,False,Uptrend,Above SMA20,24981.3,24919.4,60.15,1.75,N/A,1,Upside Breakout,14.1,29.2,29.2
13118,19-08-2025 14:55,24968.55,24973.55,24966.8,24972.8,6.75,20.505,6.7776,11.05,30.9,0.3292,32.9%,17.8428,0.07%,0.63,0.37,Bullish,Strong Contraction,51.3,False,Uptrend,Above SMA20,24995.4,24919.4,53.4,22.6,N/A,6,Upside Breakout,0.25,20.85,43.1
13121,19-08-2025 15:10,24973.1,24978.1,24970.15,24975.6,7.95,16.325,6.1144,6.75,24.7,0.487,48.7%,15.0658,0.06%,0.314,0.686,Bullish,Moderate Contraction,36.5,False,Uptrend,Above SMA20,24995.4,24947.25,28.35,19.8,N/A,3,Upside Breakout,0.25,42.45,45.9
13134,20-08-2025 10:00,24977.2,24990.1,24973.7,24989.95,16.4,23.44,9.3101,11.75,43.1,0.6997,70.0%,21.292,0.09%,0.777,0.223,Bullish,Mild Contraction,15.8,False,Uptrend,Above SMA20,24995.65,24929.7,60.25,5.7,N/A,2,Upside Breakout,0.1,13.25,30.3
13138,20-08-2025 10:20,24998.35,25001.45,24988.3,24998.15,13.15,20.81,6.5755,9.65,31.45,0.6319,63.2%,18.4264,0.07%,0.015,0.985,Bearish,Mild Contraction,23.4,False,Uptrend,Above SMA20,25001.85,24929.7,68.45,3.7,N/A,1,Upside Breakout,0.95,21.1,31.45
13152,20-08-2025 11:30,25021.95,25027.35,25018.65,25023.2,8.7,16.605,3.5187,12.45,23.65,0.5239,52.4%,15.1467,0.06%,0.144,0.856,Bullish,Moderate Contraction,41.3,False,Uptrend,Above SMA20,25030.9,24987.2,36.0,7.7,N/A,5,Upside Breakout,4.55,12.25,23.25
13156,20-08-2025 11:50,25018.75,25023.75,25015.9,25016.2,7.85,13.35,4.1566,8.15,20.6,0.588,58.8%,12.4215,0.05%,0.325,0.675,Bearish,Moderate Contraction,33.0,False,Uptrend,Above SMA20,25030.9,24987.2,29.0,14.7,N/A,1,Upside Breakout,4.55,30.25,34.7
13162,20-08-2025 12:20,25037.4,25042.15,25034.3,25039.1,7.85,11.365,3.8552,7.85,19.3,0.6907,69.1%,12.4389,0.05%,0.217,0.783,Bullish,Mild Contraction,25.1,False,Uptrend,Above SMA20,25046.45,25013.05,26.05,7.35,N/A,1,Upside Breakout,4.45,13.6,24.4
13168,20-08-2025 12:50,25050.5,25056.8,25050.3,25056.8,6.5,11.245,3.9263,6.5,18.8,0.578,57.8%,10.8426,0.04%,0.969,0.031,Bullish,Moderate Contraction,33.0,False,Uptrend,Above SMA20,25052.7,25025.55,31.25,-4.1,N/A,1,Upside Breakout,7.1,14.1,25.45
13177,20-08-2025 13:35,25045.8,25055.5,25045.8,25055.5,9.7,14.315,7.014,6.5,30.2,0.6776,67.8%,14.1108,0.06%,1.0,0.0,Bullish,Mild Contraction,16.4,False,Uptrend,Above SMA20,25063.6,25031.35,24.15,8.1,N/A,3,Upside Breakout,2.65,17.9,30.1
13180,20-08-2025 13:50,25057.45,25066.25,25057.25,25059.9,9.0,15.53,6.2189,8.15,30.2,0.5795,58.0%,13.4841,0.05%,0.272,0.728,Bullish,Mild Contraction,29.8,False,Uptrend,Above SMA20,25063.6,25031.35,28.55,3.7,N/A,1,Upside Breakout,0.9,25.7,25.7
13185,20-08-2025 14:15,25071.05,25074.65,25067.7,25073.9,6.95,12.855,2.7169,9.0,17.0,0.5406,54.1%,12.4054,0.05%,0.41,0.59,Bullish,Moderate Contraction,40.0,False,Uptrend,Above SMA20,25085.6,25031.85,42.05,11.7,N/A,7,Upside Breakout,3.1,29.25,29.25
13189,20-08-2025 14:35,25065.45,25072.7,25064.0,25072.4,8.7,12.54,4.1139,6.95,21.2,0.6938,69.4%,12.6715,0.05%,0.799,0.201,Bullish,Mild Contraction,18.8,False,Uptrend,Above SMA20,25085.6,25044.6,27.8,13.2,N/A,3,Upside Breakout,3.1,20.0,34.2
13207,21-08-2025 09:50,25092.35,25098.4,25085.9,25095.05,12.5,25.645,19.1859,11.15,76.65,0.4874,48.7%,22.5753,0.09%,0.216,0.784,Bullish,Moderate Contraction,33.7,False,Uptrend,Above SMA20,25144.85,25038.2,56.85,49.8,N/A,8,Upside Breakout,0.85,40.0,50.65
13210,21-08-2025 10:05,25128.3,25135.05,25117.85,25119.15,17.2,27.395,18.4831,12.5,76.65,0.6279,62.8%,22.2525,0.09%,0.532,0.468,Bearish,Mild Contraction,20.6,False,Uptrend,Above SMA20,25144.85,25054.9,64.25,25.7,N/A,5,Upside Breakout,0.85,26.55,26.55
13213,21-08-2025 10:20,25123.2,25127.65,25119.05,25122.95,8.6,19.585,7.721,9.25,35.2,0.4391,43.9%,18.2746,0.07%,0.029,0.971,Bearish,Moderate Contraction,42.0,False,Uptrend,Above SMA20,25135.05,25054.9,68.05,12.1,N/A,1,Upside Breakout,2.5,22.75,22.75
13216,21-08-2025 10:35,25142.9,25145.1,25135.15,25137.8,9.95,17.75,8.4193,8.6,35.2,0.5606,56.1%,16.6536,0.07%,0.513,0.487,Bearish,Mild Contraction,29.6,False,Uptrend,Above SMA20,25145.7,25058.5,79.3,7.9,N/A,,,,22.25,23.95
13219,21-08-2025 10:50,25132.2,25133.3,25122.95,25127.1,10.35,14.95,6.2256,8.6,29.3,0.6923,69.2%,15.3609,0.06%,0.493,0.507,Bearish,Mild Contraction,18.6,False,Downtrend,Above SMA20,25145.7,25100.75,26.35,18.6,N/A,14,Downside Breakdown,4.75,13.25,15.1
13222,21-08-2025 11:05,25116.65,25121.85,25113.85,25119.05,8.0,12.95,5.4168,3.55,21.85,0.6178,61.8%,13.9465,0.06%,0.3,0.7,Bullish,Mild Contraction,19.8,False,Downtrend,Above SMA20,25145.7,25113.0,6.05,26.65,N/A,5,Downside Breakdown,1.0,14.1,18.15
13225,21-08-2025 11:20,25127.8,25133.15,25126.3,25131.05,6.85,11.59,5.7911,3.55,21.85,0.591,59.1%,12.0022,0.05%,0.474,0.526,Bullish,Mild Contraction,22.1,False,Downtrend,Above SMA20,25145.7,25113.85,17.2,14.65,N/A,2,Downside Breakdown,1.85,19.05,35.05
13229,21-08-2025 11:40,25124.85,25129.8,25122.85,25128.65,6.95,10.03,5.115,3.55,21.85,0.6929,69.3%,10.8571,0.04%,0.547,0.453,Bullish,Moderate Contraction,32.9,True,Uptrend,Above SMA20,25137.4,25112.0,16.65,8.75,N/A,2,Downside Breakdown,6.35,32.65,37.8
13235,21-08-2025 12:10,25112.1,25113.45,25106.35,25106.8,7.1,10.74,4.0662,6.85,19.4,0.6611,66.1%,10.9734,0.04%,0.746,0.254,Bearish,Mild Contraction,25.4,False,Downtrend,Below SMA20,25133.15,25096.0,10.8,26.35,N/A,3,Downside Breakdown,2.95,18.7,21.6
13241,21-08-2025 12:40,25123.1,25124.2,25118.4,25122.55,5.8,13.9,7.3237,7.1,31.0,0.4173,41.7%,13.3409,0.05%,0.095,0.905,Bearish,Moderate Contraction,41.7,False,Uptrend,Above SMA20,25125.5,25090.85,31.7,2.95,N/A,1,Upside Breakout,2.9,20.9,38.2
13246,21-08-2025 13:05,25118.15,25120.55,25113.3,25115.4,7.25,15.185,7.9316,5.8,31.0,0.4774,47.7%,13.2057,0.05%,0.379,0.621,Bearish,Moderate Contraction,34.6,False,Uptrend,Above SMA20,25128.4,25090.85,24.55,13.0,N/A,5,Downside Breakdown,6.5,31.05,40.15
13258,21-08-2025 14:05,25117.3,25124.95,25114.85,25123.45,10.1,15.02,5.5332,4.65,24.5,0.6724,67.2%,14.1481,0.06%,0.609,0.391,Bullish,Mild Contraction,15.5,False,Uptrend,Above SMA20,25127.45,25075.25,48.2,4.0,N/A,2,Upside Breakout,26.2,30.2,30.2
13263,21-08-2025 14:30,25124.45,25128.45,25120.5,25124.5,7.95,15.9,6.5717,10.05,29.65,0.5,50.0%,14.0053,0.06%,0.006,0.994,Bullish,Moderate Contraction,37.5,False,Uptrend,Above SMA20,25153.65,25075.25,49.25,29.15,N/A,10,Downside Breakdown,6.7,29.5,55.95
13267,21-08-2025 14:50,25102.05,25107.55,25100.55,25102.7,7.0,16.045,7.9631,7.95,30.3,0.4363,43.6%,15.1963,0.06%,0.093,0.907,Bullish,Moderate Contraction,40.7,False,Downtrend,Below SMA20,25153.65,25095.0,7.7,50.95,N/A,2,Downside Breakdown,11.85,24.9,117.3
13272,21-08-2025 15:15,25081.5,25086.25,25077.8,25079.2,8.45,14.965,7.1523,7.0,30.3,0.5647,56.5%,13.9072,0.06%,0.272,0.728,Bearish,Moderate Contraction,48.6,True,Downtrend,Below SMA20,25133.35,25078.9,0.3,54.15,N/A,1,Downside Breakdown,10.35,93.8,128.6
13279,22-08-2025 09:35,24965.05,24968.35,24956.15,24964.05,12.2,22.11,17.0959,8.45,64.0,0.5518,55.2%,21.0107,0.08%,0.082,0.918,Bearish,Mild Contraction,25.9,False,Downtrend,Below SMA20,25105.4,24950.6,13.45,141.35,N/A,5,Downside Breakdown,5.25,21.6,60.15
13284,22-08-2025 10:00,24960.85,24961.75,24945.35,24959.35,16.4,24.775,15.8431,9.6,64.0,0.662,66.2%,20.3696,0.08%,0.091,0.909,Bearish,Mild Contraction,15.9,False,Downtrend,Below SMA20,25084.85,24950.6,8.75,125.5,N/A,3,Downside Breakdown,22.0,55.45,55.45
13290,22-08-2025 10:30,24932.3,24934.6,24920.95,24923.95,13.65,21.535,7.6784,11.15,34.65,0.6339,63.4%,21.3466,0.09%,0.612,0.388,Bearish,Mild Contraction,24.1,False,Downtrend,Below SMA20,24985.65,24903.9,20.05,61.7,N/A,6,Downside Breakdown,6.1,18.85,30.85
13294,22-08-2025 10:50,24912.45,24915.5,24907.95,24909.0,7.55,18.66,8.527,11.15,34.65,0.4046,40.5%,17.2335,0.07%,0.457,0.543,Bearish,Moderate Contraction,43.4,False,Downtrend,Below SMA20,24970.7,24903.9,5.1,61.7,N/A,2,Downside Breakdown,6.1,16.35,28.9
13301,22-08-2025 11:25,24922.4,24923.9,24914.35,24920.7,9.55,13.975,4.0548,7.55,19.85,0.6834,68.3%,15.4145,0.06%,0.178,0.822,Bearish,Mild Contraction,20.2,False,Downtrend,Below SMA20,24934.15,24893.1,27.6,13.45,N/A,3,Upside Breakout,3.75,22.45,38.45
13306,22-08-2025 11:50,24938.85,24943.15,24935.15,24943.15,8.0,14.22,3.2492,9.55,19.85,0.5626,56.3%,13.2642,0.05%,0.538,0.462,Bullish,Moderate Contraction,37.4,False,Uptrend,Above SMA20,24943.15,24893.1,50.05,0.0,N/A,1,Upside Breakout,7.7,27.9,28.75
13312,22-08-2025 12:20,24917.65,24924.05,24914.45,24918.15,9.6,15.8,6.3612,8.0,27.6,0.6076,60.8%,15.6842,0.06%,0.052,0.948,Bullish,Moderate Contraction,46.1,True,Downtrend,Below SMA20,24959.15,24913.35,4.8,41.0,N/A,8,Downside Breakdown,0.05,15.8,15.8
13316,22-08-2025 12:40,24922.9,24924.9,24916.5,24923.5,8.4,15.78,6.5062,8.0,27.6,0.5323,53.2%,13.9249,0.06%,0.071,0.929,Bullish,Moderate Contraction,34.2,False,Downtrend,Below SMA20,24959.15,24914.4,9.1,35.65,N/A,4,Downside Breakdown,1.1,10.85,14.2
13330,22-08-2025 13:50,24941.45,24943.95,24937.45,24941.05,6.5,10.1,3.7304,6.55,18.4,0.6436,64.4%,10.4091,0.04%,0.062,0.938,Bearish,Moderate Contraction,48.1,True,Uptrend,Above SMA20,24952.15,24912.65,28.4,11.1,N/A,5,Downside Breakdown,8.55,36.95,66.85
13340,22-08-2025 14:40,24886.3,24891.95,24881.85,24888.2,10.1,15.095,7.0095,6.5,32.25,0.6691,66.9%,14.636,0.06%,0.188,0.812,Bullish,Mild Contraction,17.0,False,Downtrend,Below SMA20,24944.05,24874.2,14.0,55.85,N/A,4,Downside Breakdown,8.5,22.5,73.15
13343,22-08-2025 14:55,24895.35,24898.3,24892.1,24893.05,6.2,15.655,6.423,10.1,32.25,0.396,39.6%,13.0701,0.05%,0.371,0.629,Bearish,Moderate Contraction,44.7,False,Downtrend,Below SMA20,24933.5,24874.2,18.85,40.45,N/A,1,Downside Breakdown,8.5,28.25,68.3
13346,22-08-2025 15:10,24872.3,24874.25,24865.85,24873.3,8.4,15.37,8.4956,6.2,32.25,0.5465,54.7%,13.2069,0.05%,0.119,0.881,Bullish,Mild Contraction,28.1,False,Downtrend,Below SMA20,24913.15,24865.7,7.6,39.85,N/A,2,Downside Breakdown,0.9,88.05,100.65
13367,25-08-2025 10:40,24945.45,24946.55,24934.7,24936.6,11.85,18.965,4.8806,12.8,26.8,0.6248,62.5%,18.3551,0.07%,0.747,0.253,Bearish,Moderate Contraction,31.6,False,Downtrend,Above SMA20,24954.55,24894.35,42.25,17.95,N/A,2,Upside Breakout,0.35,25.25,25.25
13370,25-08-2025 10:55,24954.55,24954.6,24946.0,24949.4,8.6,16.61,5.1765,10.55,25.2,0.5178,51.8%,15.5073,0.06%,0.599,0.401,Bearish,Moderate Contraction,38.2,False,Uptrend,Above SMA20,24954.9,24894.35,55.05,5.5,N/A,1,Upside Breakout,5.3,12.45,24.05
13373,25-08-2025 11:10,24954.35,24954.35,24945.1,24950.45,9.25,14.44,4.9974,8.6,23.05,0.6406,64.1%,14.0875,0.06%,0.422,0.578,Bearish,Mild Contraction,26.4,False,Uptrend,Above SMA20,24961.85,24911.65,38.8,11.4,N/A,6,Upside Breakout,0.1,8.75,23.0
