Date,Price,Open,High,Low,Vol.,Change %
26-10-2016,14.4525,14.4825,14.9375,13.6,,-0.21%
27-10-2016,14.085,14.4525,14.82,12.7475,,-2.54%
28-10-2016,14.6525,14.085,14.88,13.4825,,4.03%
01-11-2016,15.735,15.49,15.8875,14.3125,,7.39%
02-11-2016,16.7975,15.735,17.2625,15.1225,,6.75%
03-11-2016,16.465,16.7975,16.7975,15.485,,-1.98%
04-11-2016,16.8475,16.465,17.425,14.6025,,2.32%
07-11-2016,16.5075,16.8475,16.8475,14.935,,-2.02%
08-11-2016,16.77,16.5075,17.3775,15.0675,,1.59%
09-11-2016,16.62,16.77,22.79,15.84,,-0.89%
10-11-2016,15.4575,16.62,16.62,14.235,,-6.99%
11-11-2016,17.365,15.4575,17.71,14.1675,,12.34%
15-11-2016,20.145,17.365,20.835,16.455,,16.01%
16-11-2016,19.5025,20.145,20.19,16.9025,,-3.19%
17-11-2016,18.71,19.5025,19.5025,17.4375,,-4.06%
18-11-2016,17.805,18.71,18.71,15.855,,-4.84%
21-11-2016,19.0975,17.805,19.765,15.7175,,7.26%
22-11-2016,18.465,19.0975,20.1325,17.945,,-3.31%
23-11-2016,18.04,18.465,23.0925,16.34,,-2.30%
24-11-2016,17.16,18.04,18.5825,16.64,,-4.88%
25-11-2016,17.6125,17.16,18.87,16.87,,2.64%
28-11-2016,18.055,17.6125,18.6075,16.8175,,2.51%
29-11-2016,17.7075,18.055,18.215,16.515,,-1.92%
30-11-2016,16.85,17.7075,17.9925,16.04,,-4.84%
01-12-2016,16.6875,16.85,16.89,14.335,,-0.96%
02-12-2016,17.9325,16.6875,18.19,15.8275,,7.46%
05-12-2016,17.2875,17.9325,18.295,16.92,,-3.60%
06-12-2016,17.105,17.2875,17.355,14.9625,,-1.06%
07-12-2016,16.845,17.105,17.11,15.5075,,-1.52%
08-12-2016,15.525,16.845,16.845,14.1625,,-7.84%
09-12-2016,15.0675,15.525,15.6375,14.5325,,-2.95%
12-12-2016,16.1925,15.0675,16.3125,14.215,,7.47%
13-12-2016,15.9225,16.1925,16.4825,13.755,,-1.67%
14-12-2016,16.5925,15.9225,16.6725,14.43,,4.21%
15-12-2016,15.655,16.5925,16.5925,15.255,,-5.65%
16-12-2016,15.2525,15.655,15.655,13.445,,-2.57%
19-12-2016,14.8375,15.2525,15.585,13.2525,,-2.72%
20-12-2016,14.5375,14.8375,14.9275,13.4025,,-2.02%
21-12-2016,14.705,14.5375,14.8575,13.335,,1.15%
22-12-2016,15.5525,14.705,15.7025,12.7625,,5.76%
23-12-2016,15.1275,15.5525,15.78,12.6125,,-2.73%
26-12-2016,16.6025,15.1275,16.905,13.435,,9.75%
27-12-2016,15.0825,16.6025,16.7625,14.9475,,-9.16%
28-12-2016,15.5425,15.0825,15.6275,14.2625,,3.05%
29-12-2016,15.2825,15.5425,16.0775,14.6575,,-1.67%
30-12-2016,15.465,15.2825,15.575,14.5325,,1.19%
02-01-2017,15.83,15.465,16.375,14.64,,2.36%
03-01-2017,15.9575,15.83,16.4175,14.9025,,0.81%
04-01-2017,15.89,15.9575,16.1,14.8975,,-0.42%
05-01-2017,15.05,15.89,15.89,14.4475,,-5.29%
06-01-2017,14.9125,15.05,15.0875,13.9225,,-0.91%
09-01-2017,15.48,14.9125,15.635,13.82,,3.81%
10-01-2017,15.195,15.48,15.48,14.025,,-1.84%
11-01-2017,14.8075,15.195,15.195,13.5375,,-2.55%
12-01-2017,14.6125,14.8075,14.865,13.4625,,-1.32%
13-01-2017,14.3825,14.6125,14.6525,13.375,,-1.57%
16-01-2017,15.065,14.3825,15.25,13.425,,4.75%
17-01-2017,15.3925,15.065,15.62,13.98,,2.17%
18-01-2017,15.1825,15.3925,15.3925,13.6125,,-1.36%
19-01-2017,15.02,15.1825,15.2775,14.035,,-1.07%
20-01-2017,15.79,15.02,15.8675,13.8525,,5.13%
23-01-2017,15.905,15.79,16.3725,15.5025,,0.73%
24-01-2017,15.285,15.905,15.96,14.3875,,-3.90%
25-01-2017,15.17,15.285,15.425,14.41,,-0.75%
27-01-2017,16.005,15.17,16.125,14.93,,5.50%
30-01-2017,16.67,16.005,16.8575,15.3925,,4.15%
31-01-2017,16.825,16.67,17.09,15.7125,,0.93%
01-02-2017,13.97,16.825,17.4275,13.8025,,-16.97%
02-02-2017,13.52,13.97,13.97,12.64,,-3.22%
03-02-2017,13.1275,13.52,13.595,11.7825,,-2.90%
06-02-2017,13.3975,13.1275,13.6125,11.06,,2.06%
07-02-2017,13.5075,13.3975,13.7225,12.24,,0.82%
08-02-2017,13.35,13.5075,13.7575,11.435,,-1.17%
09-02-2017,13.235,13.35,13.78,11.395,,-0.86%
10-02-2017,13.1775,13.235,13.3325,11.37,,-0.43%
13-02-2017,13.6925,13.1775,13.76,11.57,,3.91%
14-02-2017,13.8025,13.6925,14.01,12.0975,,0.80%
15-02-2017,14.2125,13.8025,14.46,11.7275,,2.97%
16-02-2017,13.73,14.2125,14.2125,11.4375,,-3.39%
17-02-2017,13.4325,13.73,13.7725,12.4675,,-2.17%
20-02-2017,13.61,13.4325,13.8475,12.4125,,1.32%
21-02-2017,13.525,13.61,14.2825,11.8925,,-0.62%
22-02-2017,13.7,13.525,14.0425,12.7225,,1.29%
23-02-2017,13.4,13.7,13.96,12.915,,-2.19%
27-02-2017,13.675,13.4,14.2725,13.4,,2.05%
28-02-2017,13.7925,13.675,14.025,13.1675,,0.86%
01-03-2017,13.575,13.7925,13.7975,13.2075,,-1.58%
02-03-2017,13.3625,13.575,13.615,13.03,,-1.57%
03-03-2017,13.3525,13.3625,13.6025,12.5675,,-0.07%
06-03-2017,13.64,13.3525,13.725,12.81,,2.15%
07-03-2017,13.875,13.64,14.0075,13.09,,1.72%
08-03-2017,14.075,13.875,14.2875,12.6875,,1.44%
09-03-2017,14.39,14.075,14.7825,12.6025,,2.24%
10-03-2017,13.9575,14.39,14.39,13.575,,-3.01%
14-03-2017,12.4,13.9575,13.9575,11.085,,-11.16%
15-03-2017,12.4225,12.4,12.5325,11.2025,,0.18%
16-03-2017,11.91,12.4225,12.4225,11.3425,,-4.13%
17-03-2017,11.8525,11.91,12.1125,10.3875,,-0.48%
20-03-2017,12.0175,11.8525,12.31,11.44,,1.39%
21-03-2017,11.9425,12.0175,12.155,11.0325,,-0.62%
22-03-2017,12.27,11.9425,12.3575,11.5825,,2.74%
23-03-2017,11.835,12.27,12.27,11.2375,,-3.55%
24-03-2017,11.9775,11.835,12.1025,10.705,,1.20%
27-03-2017,12.435,11.9775,12.57,11.3375,,3.82%
28-03-2017,12.1175,12.435,12.435,11.46,,-2.55%
29-03-2017,12.0875,12.1175,12.24,11.45,,-0.25%
30-03-2017,12.15,12.0875,12.45,11.75,,0.52%
31-03-2017,12.42,12.15,12.5125,11.4875,,2.22%
03-04-2017,11.4925,12.42,12.7575,11.41,,-7.47%
05-04-2017,11.55,11.4925,11.8875,10.89,,0.50%
06-04-2017,11.29,11.55,11.7675,11.0325,,-2.25%
07-04-2017,11.6925,11.29,11.8125,10.305,,3.57%
10-04-2017,11.62,11.6925,11.9225,11.2425,,-0.62%
11-04-2017,11.395,11.62,11.8325,10.2375,,-1.94%
12-04-2017,11.6275,11.395,12.065,10.79,,2.04%
13-04-2017,11.5775,11.6275,11.7825,10.585,,-0.43%
17-04-2017,11.8925,11.5775,12.2125,10.6925,,2.72%
18-04-2017,12.375,11.8925,12.5925,10.76,,4.06%
19-04-2017,12.215,12.375,12.515,10.745,,-1.29%
20-04-2017,11.56,12.215,12.215,10.855,,-5.36%
21-04-2017,11.4225,11.56,11.735,10.555,,-1.19%
24-04-2017,11.625,11.4225,11.855,10.9675,,1.77%
25-04-2017,11.155,11.625,11.625,10.9725,,-4.04%
26-04-2017,11.74,11.155,11.865,9.9175,,5.24%
27-04-2017,11.07,11.74,11.74,10.36,,-5.71%
28-04-2017,10.86,11.07,11.07,10.5325,,-1.90%
02-05-2017,11.4475,10.86,11.8075,10.3525,,5.41%
03-05-2017,11.5275,11.4475,11.66,9.945,,0.70%
04-05-2017,11.3325,11.5275,11.7825,10.605,,-1.69%
05-05-2017,11.9875,11.3325,12.16,10.4525,,5.78%
08-05-2017,11.665,11.9875,11.9875,10.6125,,-2.69%
09-05-2017,11.1125,11.665,11.665,10.5425,,-4.74%
10-05-2017,10.9475,11.1125,11.1125,9.9575,,-1.48%
11-05-2017,10.8375,10.9475,11.26,9.8975,,-1.00%
12-05-2017,10.6275,10.8375,10.8375,9.465,,-1.94%
15-05-2017,10.675,10.6275,11.14,8.835,,0.45%
16-05-2017,10.56,10.675,11.0225,9.065,,-1.08%
17-05-2017,10.635,10.56,10.8075,9.245,,0.71%
18-05-2017,11.785,10.635,12.745,9.8175,,10.81%
19-05-2017,11.3025,11.785,11.9,10.3975,,-4.09%
22-05-2017,11.2025,11.3025,11.8525,10.2,,-0.88%
23-05-2017,12.2025,11.2025,12.765,9.865,,8.93%
24-05-2017,11.83,12.2025,12.785,10.45,,-3.05%
25-05-2017,10.4475,11.83,11.92,10.1925,,-11.69%
26-05-2017,10.8625,10.4475,11.1875,9.8875,,3.97%
29-05-2017,11.7875,10.8625,11.8775,10.26,,8.52%
30-05-2017,11.765,11.7875,12.2725,10.8625,,-0.19%
31-05-2017,11.7625,11.765,12.2475,11.02,,-0.02%
01-06-2017,11.3075,11.7625,11.9125,10.6125,,-3.87%
02-06-2017,10.81,11.3075,11.3075,10.3125,,-4.40%
05-06-2017,11.015,10.81,11.1425,10.0525,,1.90%
06-06-2017,11.1325,11.015,11.32,9.49,,1.07%
07-06-2017,10.89,11.1325,11.185,10.2225,,-2.18%
08-06-2017,11.0675,10.89,11.1275,9.5275,,1.63%
09-06-2017,10.8625,11.0675,11.225,10.275,,-1.85%
12-06-2017,11.4225,10.8625,11.5025,10.3525,,5.16%
13-06-2017,11.34,11.4225,11.4625,9.9025,,-0.72%
14-06-2017,11.18,11.34,11.5275,10.44,,-1.41%
15-06-2017,11.325,11.18,11.43,9.885,,1.30%
16-06-2017,10.915,11.325,11.325,9.7125,,-3.62%
19-06-2017,10.6275,10.915,10.915,9.7425,,-2.63%
20-06-2017,10.6575,10.6275,10.8725,9.82,,0.28%
21-06-2017,10.915,10.6575,11.055,9.775,,2.42%
22-06-2017,11.2075,10.915,11.42,10.07,,2.68%
23-06-2017,11.5575,11.2075,11.78,8.755,,3.12%
27-06-2017,12.5075,11.5575,12.8675,10.93,,8.22%
28-06-2017,11.99,12.5075,12.755,11.0925,,-4.14%
29-06-2017,11.3825,11.99,11.99,10.595,,-5.07%
30-06-2017,11.7325,11.3825,12.1025,11.0775,,3.07%
03-07-2017,11.2,11.7325,11.75,10.455,,-4.54%
04-07-2017,11.275,11.2,11.645,10.42,,0.67%
05-07-2017,11.1525,11.275,11.42,10.45,,-1.09%
06-07-2017,10.9825,11.1525,11.175,10.2875,,-1.52%
07-07-2017,10.8675,10.9825,11.125,9.615,,-1.05%
10-07-2017,10.9125,10.8675,11.0925,9.57,,0.41%
11-07-2017,10.89,10.9125,11.0775,9.8975,,-0.21%
12-07-2017,11.0525,10.89,11.3,9.6725,,1.49%
13-07-2017,11.2475,11.0525,11.395,9.86,,1.76%
14-07-2017,11.1725,11.2475,11.4775,10.065,,-0.67%
17-07-2017,11.4575,11.1725,11.5675,10.48,,2.55%
18-07-2017,11.49,11.4575,11.79,10.285,,0.28%
19-07-2017,11.255,11.49,11.685,9.0775,,-2.05%
20-07-2017,11.315,11.255,11.5675,10.37,,0.53%
21-07-2017,11.085,11.315,11.715,9.0075,,-2.03%
24-07-2017,11.3125,11.085,11.795,10.3575,,2.05%
25-07-2017,10.9125,11.3125,11.5125,10.235,,-3.54%
26-07-2017,11.17,10.9125,11.775,10.9075,,2.36%
27-07-2017,11.2175,11.17,11.915,10.81,,0.43%
28-07-2017,11.1375,11.2175,12.015,10.9825,,-0.71%
31-07-2017,11.9,11.1375,12.0325,11.1375,,6.85%
01-08-2017,11.9075,11.9,12.3925,11.5875,,0.06%
02-08-2017,11.9425,11.9075,12.1725,10.9225,,0.29%
03-08-2017,11.6425,11.9425,12.2325,11.2075,,-2.51%
04-08-2017,11.39,11.6425,11.745,10.745,,-2.17%
07-08-2017,11.895,11.39,12.0025,10.64,,4.43%
08-08-2017,12.77,11.895,13.045,10.485,,7.36%
09-08-2017,13.4525,12.77,13.6775,10.515,,5.34%
10-08-2017,13.8025,13.4525,14.1675,12.23,,2.60%
11-08-2017,15.195,13.8025,15.5425,11.67,,10.09%
14-08-2017,14.3825,15.195,15.195,11.8575,,-5.35%
16-08-2017,14.2375,14.3825,14.7,12.62,,-1.01%
17-08-2017,14.34,14.2375,14.6225,10.7925,,0.72%
18-08-2017,14.57,14.34,14.89,11.1675,,1.60%
21-08-2017,14.815,14.57,14.965,13.145,,1.68%
22-08-2017,14.105,14.815,14.815,11.1625,,-4.79%
23-08-2017,13.1825,14.105,14.105,12.2625,,-6.54%
24-08-2017,12.5725,13.1825,13.195,11.9425,,-4.63%
28-08-2017,12.64,12.5725,13.6775,11.365,,0.54%
29-08-2017,13.5425,12.64,13.8525,12.28,,7.14%
30-08-2017,12.8875,13.5425,14.13,11.745,,-4.84%
31-08-2017,11.9525,12.8875,13.695,11.785,,-7.26%
01-09-2017,11.675,11.9525,12.1575,10.525,,-2.32%
04-09-2017,13.165,11.675,13.955,11.485,,12.76%
05-09-2017,12.8875,13.165,13.4425,12.475,,-2.11%
06-09-2017,13.12,12.8875,13.495,12.035,,1.80%
07-09-2017,13.0075,13.12,13.1275,11.175,,-0.86%
08-09-2017,12.9625,13.0075,13.0975,11.7725,,-0.35%
11-09-2017,12.36,12.9625,12.9625,11.5475,,-4.65%
12-09-2017,11.7575,12.36,12.36,11.52,,-4.87%
13-09-2017,11.755,11.7575,11.865,10.68,,-0.02%
14-09-2017,11.47,11.755,11.8775,10.36,,-2.42%
15-09-2017,11.6775,11.47,12.0175,10.0175,,1.81%
18-09-2017,11.4425,11.6775,11.6775,10.835,,-2.01%
19-09-2017,11.465,11.4425,11.6425,10.3975,,0.20%
20-09-2017,11.6325,11.465,11.8775,10.115,,1.46%
21-09-2017,11.6325,11.6325,12.1825,9.2575,,0.00%
22-09-2017,12.81,11.6325,12.9925,11.005,,10.12%
25-09-2017,13.34,12.81,13.84,11.5075,,4.14%
26-09-2017,12.9275,13.34,13.625,12.6325,,-3.09%
27-09-2017,13.8625,12.9275,14.165,11.77,,7.23%
28-09-2017,13.1725,13.8625,13.9725,12.8225,,-4.98%
29-09-2017,12.485,13.1725,13.1725,11.91,,-5.22%
03-10-2017,12.46,12.485,12.8725,11.44,,-0.20%
04-10-2017,11.8,12.46,12.5775,11.575,,-5.30%
05-10-2017,11.71,11.8,11.895,10.585,,-0.76%
06-10-2017,11.1175,11.71,11.71,10.745,,-5.06%
09-10-2017,11.3925,11.1175,11.565,10.405,,2.47%
10-10-2017,11.1125,11.3925,11.45,10.75,,-2.46%
11-10-2017,11.73,11.1125,12.1825,10.1875,,5.56%
12-10-2017,11.0425,11.73,11.73,10.46,,-5.86%
13-10-2017,11.2625,11.0425,11.345,10.085,,1.99%
16-10-2017,11.31,11.2625,11.5825,10.0325,,0.42%
17-10-2017,11.61,11.31,11.7325,10.105,,2.65%
18-10-2017,11.54,11.61,11.75,10.1325,,-0.60%
19-10-2017,12.395,11.54,12.8125,10.825,,7.41%
23-10-2017,12.325,12.395,12.9375,10.875,,-0.56%
24-10-2017,11.59,12.325,12.47,11.36,,-5.96%
25-10-2017,11.76,11.59,12.4925,11.19,,1.47%
26-10-2017,11.6175,11.76,12.6475,11.2875,,-1.21%
27-10-2017,11.475,11.6175,12.1525,11.19,,-1.23%
30-10-2017,12.1125,11.475,12.26,11.475,,5.56%
31-10-2017,12.44,12.1125,12.525,11.525,,2.70%
01-11-2017,12.1375,12.44,12.44,11.79,,-2.43%
02-11-2017,12.005,12.1375,12.37,11.41,,-1.09%
03-11-2017,11.91,12.005,12.3025,11.0725,,-0.79%
06-11-2017,13.0225,11.91,13.26,11.3725,,9.34%
07-11-2017,13.2375,13.0225,13.68,11.6775,,1.65%
08-11-2017,13.61,13.2375,13.855,11.235,,2.81%
09-11-2017,13.2675,13.61,13.715,11.08,,-2.52%
10-11-2017,13.475,13.2675,13.8175,11.1675,,1.56%
13-11-2017,14.045,13.475,14.3825,11.165,,4.23%
14-11-2017,14.165,14.045,14.74,12.4575,,0.85%
15-11-2017,14.265,14.165,14.5775,11.58,,0.71%
16-11-2017,13.4625,14.265,14.265,11.0675,,-5.63%
17-11-2017,13.7125,13.4625,13.86,11.6325,,1.86%
20-11-2017,13.4325,13.7125,15.605,11.12,,-2.04%
21-11-2017,13.715,13.4325,13.925,11.01,,2.10%
22-11-2017,14.0375,13.715,14.335,12.185,,2.35%
23-11-2017,13.865,14.0375,14.4625,12.8225,,-1.23%
24-11-2017,13.5125,13.865,13.9925,12.49,,-2.54%
27-11-2017,13.03,13.5125,13.9025,11.5275,,-3.57%
28-11-2017,13.1475,13.03,13.3625,12.0375,,0.90%
29-11-2017,13.06,13.1475,13.285,12.255,,-0.67%
30-11-2017,13.55,13.06,13.9075,11.965,,3.75%
01-12-2017,14.795,13.55,15.0225,12.62,,9.19%
04-12-2017,14.855,14.795,15.255,14.135,,0.41%
05-12-2017,15.0075,14.855,15.3375,13.5475,,1.03%
06-12-2017,15.0875,15.0075,15.2575,13.5525,,0.53%
07-12-2017,14.2725,15.0875,15.0875,13.92,,-5.40%
08-12-2017,13.6725,14.2725,14.2725,12.905,,-4.20%
11-12-2017,14.1475,13.6725,14.485,12.16,,3.47%
12-12-2017,15.2625,14.1475,15.3725,12.1575,,7.88%
13-12-2017,15.945,15.2625,16.3125,12.7025,,4.47%
14-12-2017,16.4075,15.945,17.385,12.795,,2.90%
15-12-2017,14.94,16.4075,16.4075,13.3975,,-8.94%
18-12-2017,13.115,14.94,18.2575,12.815,,-12.22%
19-12-2017,12.1875,13.115,13.115,12.075,,-7.07%
20-12-2017,12.185,12.1875,12.415,11.2025,,-0.02%
21-12-2017,12.085,12.185,12.2425,10.16,,-0.82%
22-12-2017,11.5875,12.085,12.1325,10.7325,,-4.12%
26-12-2017,12.0525,11.5875,12.2575,10.3175,,4.01%
27-12-2017,12.4925,12.0525,12.735,11.51,,3.65%
28-12-2017,12.2975,12.4925,12.6925,11.3275,,-1.56%
29-12-2017,12.67,12.2975,12.76,11.48,,3.03%
01-01-2018,13.3525,12.67,13.6125,12.545,,5.39%
02-01-2018,13.685,13.3525,13.8425,12.605,,2.49%
03-01-2018,13.6225,13.685,13.715,12.765,,-0.46%
04-01-2018,13.415,13.6225,13.7925,12.1825,,-1.52%
05-01-2018,13.1125,13.415,13.415,12.42,,-2.25%
08-01-2018,13.735,13.1125,13.855,11.8125,,4.75%
09-01-2018,13.8475,13.735,14.13,12.25,,0.82%
10-01-2018,14.035,13.8475,14.2275,12.5175,,1.35%
11-01-2018,14.0125,14.035,14.2775,12.985,,-0.16%
12-01-2018,13.7325,14.0125,14.5525,11.92,,-2.00%
15-01-2018,14.305,13.7325,14.475,11.8125,,4.17%
16-01-2018,14.085,14.305,14.585,12.3475,,-1.54%
17-01-2018,13.86,14.085,14.445,10.345,,-1.60%
18-01-2018,13.96,13.86,14.22,11.655,,0.72%
19-01-2018,13.9825,13.96,14.195,10.75,,0.16%
22-01-2018,15.3925,13.9825,15.59,12.0675,,10.08%
23-01-2018,16.225,15.3925,16.2975,14.11,,5.41%
24-01-2018,18.04,16.225,18.495,14.64,,11.19%
25-01-2018,17.5075,18.04,18.235,17.035,,-2.95%
29-01-2018,17.8875,17.5075,18.485,16.3625,,2.17%
30-01-2018,16.415,17.8875,18.005,16.15,,-8.23%
31-01-2018,15.93,16.415,16.415,14.2875,,-2.95%
01-02-2018,14.1075,15.93,16.7725,13.9025,,-11.44%
02-02-2018,15.25,14.1075,15.49,11.4975,,8.10%
05-02-2018,16.0525,15.25,18.335,15.08,,5.26%
06-02-2018,20.015,16.0525,23.1575,16.0525,,24.68%
07-02-2018,19.465,20.015,20.015,16.7975,,-2.75%
08-02-2018,17.7725,19.465,24.035,15.2625,,-8.70%
09-02-2018,19.23,17.7725,20.4225,15.15,,8.20%
12-02-2018,17.8825,19.23,19.23,16.5675,,-7.01%
14-02-2018,17.185,17.8825,17.8825,15.52,,-3.90%
15-02-2018,16.315,17.185,17.185,14.085,,-5.06%
16-02-2018,16.3775,16.315,16.9725,12.57,,0.38%
19-02-2018,16.6675,16.3775,18.035,13.955,,1.77%
20-02-2018,16.8675,16.6675,17.5375,16.3275,,1.20%
21-02-2018,15.92,16.8675,16.87,15.725,,-5.62%
22-02-2018,14.8325,15.92,16.4575,14.5025,,-6.83%
23-02-2018,14.2025,14.8325,14.8325,13.535,,-4.25%
26-02-2018,13.695,14.2025,14.325,13.53,,-3.57%
27-02-2018,13.9225,13.695,14.4225,12.4475,,1.66%
28-02-2018,13.805,13.9225,14.4,12.525,,-0.84%
01-03-2018,14.0725,13.805,14.2525,12.405,,1.94%
05-03-2018,15.395,14.0725,15.99,12.2325,,9.40%
06-03-2018,16.245,15.395,16.4475,13.16,,5.52%
07-03-2018,15.7,16.245,16.46,13.4475,,-3.35%
08-03-2018,14.585,15.7,15.7,12.485,,-7.10%
09-03-2018,14.525,14.585,14.7625,12.905,,-0.41%
12-03-2018,14.4925,14.525,14.6625,12.01,,-0.22%
13-03-2018,14.4625,14.4925,14.62,12.3875,,-0.21%
14-03-2018,14.3625,14.4625,14.9525,11.735,,-0.69%
15-03-2018,14.33,14.3625,14.655,11.295,,-0.23%
16-03-2018,15.22,14.33,15.6225,11.6325,,6.21%
19-03-2018,15.82,15.22,16.01,13.1425,,3.94%
20-03-2018,15.6075,15.82,16.125,15.17,,-1.34%
21-03-2018,15.1075,15.6075,15.6075,12.3925,,-3.20%
22-03-2018,15.2475,15.1075,15.3625,11.99,,0.93%
23-03-2018,15.545,15.2475,16.38,15.2475,,1.95%
26-03-2018,15.195,15.545,16.3825,14.8575,,-2.25%
27-03-2018,15.55,15.195,16.1075,14.495,,2.34%
28-03-2018,15.7575,15.55,15.97,14.8175,,1.33%
02-04-2018,15.3475,15.7575,16.45,15.1975,,-2.60%
03-04-2018,15.185,15.3475,15.775,14.8775,,-1.06%
04-04-2018,16.34,15.185,16.485,13.6825,,7.61%
05-04-2018,14.7975,16.34,16.34,13.8625,,-9.44%
06-04-2018,14.7475,14.7975,15.155,13.01,,-0.34%
09-04-2018,14.8675,14.7475,15.1375,14.46,,0.81%
10-04-2018,14.4975,14.8675,14.8675,14.005,,-2.49%
11-04-2018,14.72,14.4975,14.9075,12.74,,1.53%
12-04-2018,14.56,14.72,14.9925,11.8075,,-1.09%
13-04-2018,14.14,14.56,14.56,13.45,,-2.88%
16-04-2018,14.26,14.14,14.8625,13.41,,0.85%
17-04-2018,14.0425,14.26,14.3975,13.3475,,-1.53%
18-04-2018,14.11,14.0425,14.3675,13.165,,0.48%
19-04-2018,13.7475,14.11,14.11,12.5025,,-2.57%
20-04-2018,12.9375,13.7475,13.765,9.7425,,-5.89%
23-04-2018,13.145,12.9375,13.4925,11.53,,1.60%
24-04-2018,11.895,13.145,13.3875,11.4875,,-9.51%
25-04-2018,12.395,11.895,13.315,11.895,,4.20%
26-04-2018,12.0375,12.395,13.58,11.7425,,-2.88%
27-04-2018,12.0175,12.0375,12.6325,11.4375,,-0.17%
30-04-2018,12.3625,12.0175,12.5525,12.0175,,2.87%
02-05-2018,12.84,12.3625,13.1975,12.3625,,3.86%
03-05-2018,12.985,12.84,13.2075,12.47,,1.13%
04-05-2018,13.25,12.985,13.455,10.9875,,2.04%
07-05-2018,13.76,13.25,13.9625,12.8275,,3.85%
08-05-2018,14.055,13.76,14.435,11.0925,,2.14%
09-05-2018,14.2725,14.055,14.5575,12.1225,,1.55%
10-05-2018,14.425,14.2725,14.65,12.5625,,1.07%
11-05-2018,13.9775,14.425,14.82,13.0025,,-3.10%
14-05-2018,14.245,13.9775,14.4975,12.1075,,1.91%
15-05-2018,13.165,14.245,14.245,11.4875,,-7.58%
16-05-2018,13.435,13.165,13.645,10.855,,2.05%
17-05-2018,13.4075,13.435,13.68,11.09,,-0.20%
18-05-2018,14.15,13.4075,14.3525,11.6125,,5.54%
21-05-2018,14.41,14.15,14.5375,11.755,,1.84%
22-05-2018,13.6025,14.41,14.41,11.745,,-5.60%
23-05-2018,14.1575,13.6025,14.9425,11.8825,,4.08%
24-05-2018,13.145,14.1575,14.2225,10.8975,,-7.15%
25-05-2018,12.645,13.145,13.17,11.0025,,-3.80%
28-05-2018,13.055,12.645,13.1475,11.3475,,3.24%
29-05-2018,13.07,13.055,13.8675,11.975,,0.11%
30-05-2018,13.41,13.07,13.85,12.1825,,2.60%
31-05-2018,13.2225,13.41,14.2325,12.1325,,-1.40%
01-06-2018,13.57,13.2225,14.59,12.1575,,2.63%
04-06-2018,13.8825,13.57,15.47,12.1825,,2.30%
05-06-2018,13.315,13.8825,14.49,13.1325,,-4.09%
06-06-2018,12.55,13.315,13.51,12.1475,,-5.75%
07-06-2018,12.7775,12.55,13.65,11.6125,,1.81%
08-06-2018,12.6975,12.7775,13.1675,10.8025,,-0.63%
11-06-2018,13.18,12.6975,13.82,11.3225,,3.80%
12-06-2018,12.73,13.18,13.8975,10.445,,-3.41%
13-06-2018,12.635,12.73,13.14,11.22,,-0.75%
14-06-2018,12.095,12.635,12.635,10.43,,-4.27%
15-06-2018,12.07,12.095,12.5075,10.495,,-0.21%
18-06-2018,12.38,12.07,12.55,9.825,,2.57%
19-06-2018,12.92,12.38,13,11.4775,,4.36%
20-06-2018,12.1725,12.92,12.92,10.6075,,-5.79%
21-06-2018,12.4475,12.1725,12.59,10.91,,2.26%
22-06-2018,12.0225,12.4475,12.5425,10.3925,,-3.41%
25-06-2018,12.5825,12.0225,12.7775,9.74,,4.66%
26-06-2018,12.7975,12.5825,12.97,12.3325,,1.71%
27-06-2018,13.51,12.7975,13.8125,12.085,,5.57%
28-06-2018,13.9475,13.51,14.075,12.52,,3.24%
29-06-2018,12.9375,13.9475,13.9475,12.6325,,-7.24%
02-07-2018,13.37,12.9375,13.9425,12.465,,3.34%
03-07-2018,13,13.37,13.7525,12.1875,,-2.77%
04-07-2018,12.6575,13,13.34,12.575,,-2.63%
05-07-2018,12.575,12.6575,12.9525,11.225,,-0.65%
06-07-2018,12.4425,12.575,12.68,11.6675,,-1.05%
09-07-2018,12.39,12.4425,12.575,11.215,,-0.42%
10-07-2018,12.395,12.39,12.52,11.0175,,0.04%
11-07-2018,12.775,12.395,12.86,10.015,,3.07%
12-07-2018,12.505,12.775,12.865,10.6525,,-2.11%
13-07-2018,12.3025,12.505,12.505,11.3175,,-1.62%
16-07-2018,12.9475,12.3025,13.0475,11.1675,,5.24%
17-07-2018,12.825,12.9475,12.9475,11.24,,-0.95%
18-07-2018,13.6825,12.825,13.9,10.645,,6.69%
19-07-2018,13.5925,13.6825,13.7975,10.99,,-0.66%
20-07-2018,13.535,13.5925,13.9025,11.3175,,-0.42%
23-07-2018,13.005,13.535,13.62,12.0675,,-3.92%
24-07-2018,12.4675,13.005,13.08,12.1475,,-4.13%
25-07-2018,12.2075,12.4675,13.255,11.215,,-2.09%
26-07-2018,12.0275,12.2075,13.0475,11.6075,,-1.47%
27-07-2018,12.31,12.0275,12.5,11.2475,,2.35%
30-07-2018,12.585,12.31,13.0575,12.3075,,2.23%
31-07-2018,12.48,12.585,12.795,12.2875,,-0.83%
01-08-2018,12.53,12.48,12.765,11.9975,,0.40%
02-08-2018,12.555,12.53,12.8,10.8875,,0.20%
03-08-2018,12.0775,12.555,12.555,10.9075,,-3.80%
06-08-2018,12.5625,12.0775,12.735,11.85,,4.02%
